item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,lexile,call_number,ddc,lcc,lccn,oclc,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Ciencia Rebelde","Dan Green",Dan,Green,,,,,,,"ciencia, experimentos",,,,,,,,,,,,,,,,,,,,,,2019-06-11,1
book,"La Vaquita regreso al mar","Rubén Fischer Martínez",Rubén,Martínez,,,,,,,animales,,,,,,,,,,,,,,,,,,,,,,2019-06-11,1
book,"El jaguar castigado","Arturo Ortega Cuenca",Arturo,Cuenca,,,,,,,"mitos y leyendas","En esta emisión de ""El Conejo de la Luna"":
En la sección ""Biblioteca Terrestre"" escucharemos el relato ""Characu"", basado en una leyenda purépecha, escrito por Martha Sastrías y el cuento de ""El jaguar castigado"" de Arturo Ortega Cuenca.",,,,,,,,,,,,,,,,,,,,,2019-06-11,1
book,"Family Pictures/Cuadros De Familia","Carmen Lomas Garza",Carmen,Garza,9780785714064,0785714065,"The author describes, in bilingual text and illustrations, her experiences growing up in a Hispanic community in Texas.","Turtleback Books",1999-10-01,,"bilingüe, libros ilustrados, pequeños lectores",,,30,,,305.868073,E184.S75,,704553517,,,,,,,,,,,,,2019-06-11,1
book,"La Calle es libre",Kurusa,Kurusa,Kurusa,,,,,,,"lectores medianos",,,,,,,,,,,,,,,,,,,,,,2019-06-11,3
book,"Gustavo Va a la Escuela","Tilde Michels, Carmen Cardemil (Illustrator)",Tilde,Michels,9789681647261,9681647262,"Gustavo es grande y fuerte, y como todos los osos grandes y fuertes, tambi n fue un cachorrito. Tuvo que aprender todo lo que un oso necesita saber: trepar rboles, pescar, desenterrar ra ces, obtener miel de las abejas silvestres y tambi n a defenderse de sus enemigos.","Fondo de Cultura Economica",1995-01-01,,"lectores medianos",,,39,,,808.83,PZ73.M5534,,971710687,,,,,,,,,,,,,2019-06-11,1
book,"La Venganza de la Trenza","Graciela Montes, Claudia Legnazzi (Illustrator)",Graciela,Montes,9789681654375,9681654374,"Ema tiene un nombre f cil pero un pelo muy dif cil, como un r o enredado. Para escribir su nombre alcanzan tres letras, pero Para desenredarle el pelo no hay peine que alcance. de pronto aparece en escena Emota: grandota, despeinada, con las rodillas sucias y las medias ca das. Ella s tiene la estatura Para poner las cosas en orden.","Fondo de Cultura Economica",1997-01-01,,"lectores medianos, libros ilustrados",,,28,,,863,PQ7798.23.O519,,39192185,,,,,,,,,,,,,2019-06-11,1
book,"The Upside Down Boy: El niño de cabeza","Juan Felipe Herrera",Juan,Herrera,9780892392179,0892392177,"The Upside Down Boy es la atractiva memoria del año en que su familia migrante se estableció por el poeta Juan Felipe Herrera para que él pudiera ir a la escuela por primera vez. Juanito está desconcertado por la nueva escuela y extraña la calidez de la vida en el campo. Todo lo que hace se siente al revés. Almuerza cuando es el recreo; sale a jugar a la hora del almuerzo; y su lengua se siente como una piedra cuando intenta hablar inglés. Pero un maestro sensible y una familia amorosa lo ayudan a encontrar su voz y a hacerse un lugar en este nuevo mundo a través de la poesía, el arte y la música. El lenguaje lúdico de Juan Felipe Herrera y el arte colorido y mágico de Elizabeth Gómez capturan la experiencia universal de los niños que ingresan a una nueva escuela sintiéndose extraños en un mundo que al principio parece patas arriba.","Children's Book Press",2013-04-01,,"bilingüe, lectores medianos, libros ilustrados",,,32,AD560,,811.54,PS3558.E74,,42649608,,,,,,,,,,,,,2019-06-11,1
book,"María, el hada de la generosidad","Daisy Meadows",Daisy,Meadows,9781338231618,1338231618,,,2017-01-01,,"hadas, lectores medianos, libros ilustrados",,,59,,,,,,1031025852,,,,,,,,,,,,,2019-06-11,1
book,"Biblia solo para niños","Raúl Tobón Tamayo",Raúl,Tamayo,,,,,,,pendiente,,,,,,,,,,,,,,,,,,,,,,2019-06-11,1
book,"Manantial de recuerdos",,,,,,,,,,"grandes lectores, mitos y leyendas","Hay quien se acuerda bien que alguna vez se llevó un gran susto cuando vio a una bruja, a la Llorona o a un aparecido de aspecto temible, y lo cuenta con tanta emoción, que su recuerdo puede transformarse en una historia para escribir un libro.

Otros gozan al platicar sobre los juegos y canciones de antes, algunos más se entusiasman cuando dicen un refrán o una adivinanza. Ojalá tú disfrutes momentos divertidos al conocer los recuerdos que guardan estas páginas.",,,,,,,,,,,,,,,,,,,,,2019-06-11,1
book,Ba'alche'ob,"Emilio Ángel Lome, María Baranda",Emilio,Lome,9786079218997,6079218992,,,2016-01-01,,"mitos y leyendas","fábulas mágicas de las tierras mayas",,47,,,,,,982493223,,,,,,,,,,,,,2019-06-11,5
book,"Tétrico S.A.","Antonio Ramos Revillas",Antonio,Revillas,,,,,,,"grandes lectores","Tétrico S.A. es una propuesta literaria que se suma a la colección Árbol que el Instituto Nacional Electoral pone al alcance de niñas, niños y adolescentes con la intención de difundir de forma sencilla y amena temas de formación ciudadana y valores democráticos, a través de la promoción de la lectura.",,,,,,,,,,,,,,,,,,,,,2019-06-11,5
book,"El intérprete griego","Arthur Conan Doyle",Arthur,Doyle,9786071662187,6071662184,,"Fondo de Cultura Económica",2014-01-01,,mystery,"Cuento de la serie del famoso detective Sherlock Holmes en la que se lleva a cabo un secuestro y en donde la participación de un personaje políglota es el eje central, ya que fungirá como intérprete de un hombre de origen griego al que mantienen cautivo. Además del ágil y perspicaz olfato de Sherlock Holmes y del doctor Watson para resolver el misterio, el relato es import",,,,,,,,,,,,,,,,,,,,,2019-06-11,1
book,"Mi perro Terry (Fuera De Colección)",Caton,Caton,Caton,9786070702365,6070702360,"Una vez mas Armando Fuentes Aguirre, Caton, vuelve a sorprendernos con un texto divertido y profundo al mismo tiempo, y que en muchos ojos pondra lagrimas de emocion: Mi perro Terry, el conmovedor rela- to de la vida de un hombre con su perro. Todo aquel que tenga o haya tenido uno sentira que habla de el y de su amigo, porque el retrato que aqui se hace de este vinculo es universal. Una obra enaltecedora para quienes comparten su vida con un perro, amable companero, amigo eternamente fiel...Cuando Dios quiso que el amor viviera entre los hombres, le dio cuatro patas y un ladrido gozoso, y le puso una cola que menear.",Diana,2009-11-15,,"grandes lectores, mascotas",,,127,,,636.7524092,SF429.C55,,466358278,,,,,,,,,,,,,2019-06-11,1
book,"Narnia 3: La Travesia del Viajero del Alba",Zondervan,Zondervan,Zondervan,9780060884291,0060884290,"Un Viaje Al Fin Del MundoNarnia. . . donde un dragón despierta... donde las estrellas rondan la tierra... donde cualquier cosa puede suceder.Un rey y unos compañeros inesperados se embarcan en un viaje que los llevará más allá de toda tierra conocida. A medida que navegan más y más lejos de aguas conocidas, descubren que su búsqueda es más enorme de lo que jamás se habían imaginado y que el fin del mundo es solo el principio.","HarperCollins Narnia",2005-10-18,Narnia,"jóvenes lectores, narnia, narnia 3, novela juvenil",,,320,,,823.912,PZ7.L58474,52004219,732747249,,,,,,,,,,,,,2019-06-11,1
book,"Los convidados de agosto","Rosario Castellanos",Rosario,Castellanos,9786071662033,6071662036,"Las tradiciones y costumbres mexicanas son retratadas en “Los convidados de agosto” de Rosario Castellanos, quien elige un poblado llamado Comitán y la celebración del santo patrono: Santo Domingo de Guzmán, para explorar la vida de Emelina y de su familia. Emelina —como sucede con las jóvenes solteras en los pueblos— acostumbra salir a disfrutar de la feria y conocer al que podría ser el hombre de su vida; sin embargo, Castellanos convierte este sitio y esta celebración en un lugar y un momento para las adversidades, las desavenencias, la conquista de la libertad y, por supuesto, el sufrimiento de la mujer.","Fondo de Cultura Económica",2014-01-01,,"vientos del pueblo",,,,,,,,,,,,,,,,,,,,,,2019-06-11,3
book,"Regreso a casa (coedición CONACULTA)","Federico Campbell",Federico,Campbell,9786075168975,6075168974,,"Centro Cultural Tijuana",2014-01-01,,novela,,,,,,,PQ7298.13.A392,,906805383,,,,,,,,,,,,,2019-06-11,1
book,"Ciudad laberinto / Labyrinth city (Spanish Edition)","VARIOS AUTORES",VARIOS,AUTORES,9788492608263,8492608269,"Rare book","Faktoria K De Libros",2010-02-23,,"poesía infantil","Es un libro de poesía para niños a partir de ocho años. Todas las poesías tienen como temática la ciudad. Las ilustraciones son muy bonitas y la edición está muy cuidada. Ademas el precio está muy bien. Lo recomiendo.",,68,,,,PQ6208.C58,,970002210,,,,,,,,,,,,,2019-06-11,1
book,"El día que explotó la abuela","Flor Aguilera",Flor,Aguilera,9786070115448,6070115449,"Los estudiosos coinciden en que la frase inicial de un libro es fundamental. Provoca intriga y curiosidad, promete misterios a resolver y horas de entretenimiento. Si funciona, nos atrapa. En este libro, la autora escribe 22 cuentos a partir de las primeras frases de novelas famosas, como Rayuela, David Copperfield, El perfume y La silla de plata, entre otras. Asímismo describe al lector que las palabras no sólo bastan en sí mismas, sino que, en ocasiones, inspiran más palabras.",Santillana,2016-03-15,,"grandes lectores, libros ilustrados","Los estudiosos coinciden en que la frase inicial de un libro es fundamental. Provoca intriga y curiosidad, promete misterios a resolver y horas de entretenimiento. Si funciona, nos atrapa... En este libro, la autora escribe 22 cuentos a partir de las primeras frases de ciertas novelas, como Rayuela, David Copperfield, El perfume y La silla de plata, entre muchas otras. Asimismo, la autora explica que las palabras no sólo bastan en sí mismas, sino que, en ocasiones, inspiran más palabras.",,232,,,,,,943702234,,,,,,,,,,,,,2019-06-11,1
book,"Pandora descubre historias ocultas","Silvia Corona",Silvia,Corona,9789709441086,9709441086,,,2007-01-01,,"drama, teatro","teatro para adolescentes /",,121,,,862,"PQ7270.Y67 P36",2009433648,907022423,,,,,,,,,,,,,2019-06-11,1
book,"El interprete griego","Arthur Conan Doyle",Arthur,Doyle,,,"Cuento breve para adultos",,,,novela,,,25,,,,,,,,,,,,,,,,,,,2019-06-11,1
book,"Mundo Cruel","Luis Negron",Luis,Negron,9781609804190,1609804198,"La colección debut de Luis Negrón revela el mundo íntimo de una pequeña comunidad en Puerto Rico unida por su sexualidad transgresora. La escritura se encuentra a caballo entre la línea cambiante entre la narración pura y sin adornos y la sátira, explorando la naturaleza a veces hilarante y a veces desgarradora de la supervivencia en un mundo decididamente cruel. De la edición Trade Paperback.","Seven Stories Press",2013-03-12,,"drama, teatro",,,128,,,863.7,PQ7442.N46,,834742695,,,,,,,,,,,,,2019-06-11,1
book,"Regreso a casa","Federico Campbell",Federico,Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-11,1
book,"Más clásicos ilustrados para niños","Ronnie Randall, Saviour Pirotta",Ronnie,Randall,9781609929053,1609929055,,,2015-01-01,,"libros ilustrados, pequeños lectores","Los tres mosqueteros / basado en el libro de Alexandre Dumas ; adaptación de Ronnie Randall ; ilustraciones de Robert Dunn --
Pinocho / basado en el libro de Carlo Collodi ; adaptación de Ronnie Randall ; ilustraciones de Claudia Venturini --
Robin Hood / adaptación de Saviour Pirotta ; ilustraciones de Luigi Aime --
Los viajes de Gulliver / basado en el libro de Jonathan Swift ; adaptación de Saviour Pirotta ; ilustraciones de Álvaro Fernández.",,192,,,,,,948625483,,,,,,,,,,,,,2019-06-11,1
book,"This Is the Day! / ¡Este Es el Día!","Amy Parker",Amy,Parker,9781338050387,1338050389,"Cada día es un día para celebrar y encontrar esperanza en este colorido libro de cuentos BILINGÜE inspirado en el Salmo 118: 24. Con rimas alegres en español e inglés y coloridas ilustraciones de todo tipo de niños, encuentre la belleza y la maravilla de cada momento del día, ¡y aprenda que usted también puede hacer que el mundo sea aún más glorioso! Un recordatorio jubiloso e inspirador para aprovechar las oportunidades del día que Dios ha hecho solo para nosotros por la autora superventas Amy Parker y la ilustradora Leeza Hernandez.","Scholastic, Incorporated",2018-03-27,,"bilingüe, chispas lectoras, libros ilustrados","Cada día es un día para celebrar en este original libro BILINGÜE inspirado en el Salmo 118:24. Encuentre la belleza en cada momento del día y aprenda que también puede hacer el mundo aún más glorioso. Con un texto alegre en español e inglés y coloridas ilustraciones que celebran la diversidad, el libro nos anima a aprovechar las oportunidades del día que Dios ha hecho sólo para nosotros. Escrito por la popular autora Amy Parker e ilustrado por Leeza Hernández.ES THIS IS THE DAY",,32,,,813.6,PZ8.3.P1645,,1000585817,,,,,,,,,,,,,2019-06-11,1
book,"Atlas de dinosaurios para niños","John Malam",John,Malam,9781682973639,1682973638,"Presenta datos sobre la anatomía, el tamaño, los fósiles y la distribución geográfica de los dinosaurios en todos los continentes.",,2017-01-01,,"animales, dinosaurios, enciclopedias",,,30,,,,,,1080277772,,,,,,,,,,,,,2019-06-11,1
book,"Mi Primera Biblia Historias Del Antigue Testamento",,,,9781609923297,1609923294,,"QEB Publishing",2012-01-01,,pendiente,,,115,,,220.9505,BS551.2,,824363532,,,,,,,,,,,,,2019-06-11,1
book,"My Book of Big Trucks",,,,9781609926724,1609926722,,"QEB Publishing Inc.",2014-01-01,,"chispas lectoras, libros ilustrados",,,,,,629.224,,,899266937,,,,,,,,,,,,,2019-06-11,3
book,"Aligátor vs. pitón","Jerry Pallotta",Jerry,Pallotta,9781338185515,1338185519,"¿Qué pasaría si un aligátor peleara contra una pitón? ¡Eso sería increíble! ¡Estos dos reptiles son letales! ¿Quien es el más fuerte? ¿Quién crees que ganaría?",,2017-01-01,,"animales, informativos",,,32,,,597.9,QL666.C925,,1043902732,,,,,,,,,,,,,2019-06-11,1
book,"Los exploradores","Penelope Arlon, Tory Gordon-Harris",Penelope,Arlon,9780545848503,0545848504,"""Cualquiera puede ser un explorador. Pero todos los exploradores deben ser valientes y decididos. Conocer a los hombres y mujeres que se han esforzado al máximo"" - Página [4] de cobertura.",,2015-01-01,,"historia, informativos",,,80,,,910.922,G175,,933583191,,,,,,,,,,,,,2019-06-11,2
book,"Scholastic Explora Tu Mundo: Los tiburones: (Spanish language edition of Scholastic Discover More: Sharks) (Spanish Edition)","Penelope Arlon",Penelope,Arlon,9780545565615,0545565618,"A comprehensive modern reference book all about sharks for confident readers.Every kid likes being freaked out watching a great white shark attack, but this book exposes the reality: that sharks are incredible creatures and we are just beginning to understand their complex lives. Collection spreads featuring hundreds of sharks open chapters focusing on specific shark families. Thorough, up-to-date information is combined with cutting-edge facts about sharks&#039; amazing memories, shark no-go zones, and cleaners and clingers-on: fish that travel with and attend sharks. The book encourages an active response: sharks are endangered and here&#039;s what you can do about it.Los tiburones son criaturas incre&iacute;bles que nosotros los humanos reci&eacute;n comenzamos a comprender. Este libro, con fotograf&iacute;as de cientos de tiburones y la informaci&oacute;n m&aacute;s reciente, animar&aacute; a todos a hacer algo por estos animales en peligro de extinci&oacute;n.","Scholastic en Espanol",2013-08-27,,"animales, informativos, tiburones",,,80,,,597.3,QL638.9,,825736778,,,,,,,,,,,,,2019-06-11,4
book,"Si piensas traer un cocodrilo a la escuela, ino lo hagas!","Elise Parsley",Elise,Parsley,9781338193411,1338193414,"Una niña proporciona ideas, basadas en la experiencia personal, de todo lo que puede salir mal si uno trae un caimán a la escuela para mostrar y contar.",,2017-01-01,,"chispas lectoras, libros ilustrados",,,,,,,PZ7.P2495,,1023435637,,,,,,,,,,,,,2019-06-11,2
book,"Classic for Boys (Scholastic Spanish Edition)",,,,9781609926700,1609926706,,,,,"fiction, young adult",,,192,,,808.839,,,899266732,,,,,,,,,,,,,2019-06-11,2
book,"¿Y si tuvieras ojos de animal?","Sandra Markle",Sandra,Markle,9781338299434,1338299433,"¿Qué pasaría si te despertaras una mañana y tus ojos no fueran tuyos? ¿Qué pasaría si tuvieras ojos de animales? El próximo libro imaginativo de la serie Qué pasaría si exploras lo que sucedería si te miras en el espejo y ves un par de ojos de animales en lugar de los tuyos. Desde los ojos del camaleón que pueden apuntar en diferentes direcciones, hasta los colosales ojos de calamar que brillan en la oscuridad, descubre cómo sería si tuvieras estos ojos especiales, ¡y descubre por qué tus ojos son los adecuados para ti!",,2018-01-01,,"animales, informativos",,,32,,,591.44,QL949,,1096191051,,,,,,,,,,,,,2019-06-11,2
book,"De LA a LA Z Por UN Poeta (From A to Z)","Del Faso Fernado",Del,Fernado,9788439713562,8439713568,,"Lectorum Pubns",1988-06-01,,"poesía, poesía infantil",,,,,,861,PQ7298.26.A76,,434535152,,,,,,,,,,,,,2019-06-11,1
book,"Agencia de detectives escolares (El caso del salón embrujado)","Jaime Alfonso Sandoval",Jaime,Sandoval,9786079107062,6079107066,,"Norma Editores",2014-01-01,,"lectores medianos, libros ilustrados","Dos alumnos del Colegio Virreyes, descubren que en el grupo de 5° C están desapareciendo objetos misteriosamente. Los chicos comienzan una larga y minuciosa investigación, durante la cual aprenden a conocerse entre ellos y a sí mismos. Desde las primeras pistas hasta la resolución del caso, esta narración acerca con humor y un toque de misterio al género policiaco.",,,,,,PZ73.S3109,,868178923,,,,,,,,,,,,,2019-06-11,1
book,"El Valle de Los Cocuyos","Gloria Cecilia Diaz",Gloria,Diaz,9788434819399,8434819392,,"Ediciones Sm",1996-01-01,,"grandes lectores, novela juvenil",,,123,,,863,PQ6654.I39,,23873231,,,,,,,,,,,,,2019-06-11,1
book,"¡ADIÓS, PEQUEÑO!",,,,9789707707832,9707707836,,Alfaguara,2010-01-01,,"libros ilustrados, pequeños lectores","Había una vez un niño pequeño que vivía solo; era muy triste. Se dio cuenta de que, cómo era muy pequeño, necesitaba una mamá, así que salió a buscarla. A quien se encontraba se lo proponía: ¿Quieres ser mi mamá? Pero todos -el gato, el osito de peluche, la gallina de hojalata y el anciano- le contestaban que no era posible. Entonces, apareció una mamá que se llevó a todos a una casa. A los pocos días, el niño salió en busca de un papá; primero se lo propuso a un caballo, después a un conejo y, por último a un granjero, que aceptó. Todos juntos viven ahora formando una curiosa familia.",,,,,823.914,PZ7.A2689,,651174797,,,,,,,,,,,,,2019-06-11,1
book,"PRINCIPE Y EL MENDIGO, EL.-CLASICOS INFANTILES-","M. TWAIN",M.,TWAIN,9789706276988,970627698X,,EPOCA,2010-01-01,,"clásicos para niños",,,75,,,813.4,PS1316,,,,,,,,,,,,,,,2019-06-11,1
book,"El Príncipe y el mendigo","Mark Twain",Mark,Twain,9789706437662,9706437665,"La increíble semejanza entre el heredero de la corona inglesa y un pequeño mendigo les permite intercambiar posiciones porque el príncipe quiere saber cómo vive y sufre la otra mitad. Esta es una de las novelas más bellas del gran escritor estadounidense.",Selector,2010-01-01,,"clásicos para niños",,,80,,,808.83,,,149270426,,,,,,,,,,,,,2019-06-11,1
book,"Los Miserables: Clasicos para ninos (Clasicos para ninos / Classics for Children) (Spanish Edition)","Victor Hugo",Victor,Hugo,9786074530285,6074530289,"En este libro encontrarás diferentes personajes que te llevarán de la mano por las virtudes humanas. No te pierdas este clásico de la literatura universal.","Selector, S.A. de C.V.",2017-12-12,,"clásicos para niños, libros ilustrados",,,80,,,843.7,PQ2286,,610448738,,,,,,,,,,,,,2019-06-11,1
book,"El Principito (Spanish Edition)","Antoine de Saint-Exupery",Antoine,Saint-Exupery,9789706433916,9706433910,"El Principito es la maravillosa historia de un niño que viene de un planeta apenas más grande que una casa, hace preguntas y busca respuestas a cosas que para los adultos pueden ser poco importantes. A veces los mayores quieren que los niños vean las cosas en forma seria y eso no es divertido. El prinipito disfruta y se emociona con el dibujo de una caja que tiene adentro un pequeño borrego, con una rosa caprichosa, con una estrella... Entra en este mundo para que lo disfrutes de niño y cuando seas grande también.",Selector,2002-04-15,,"clásicos para niños",,,77,,,843.912,PZ73,,50506332,,,,,,,,,,,,,2019-06-11,1
book,"Romeo y Julieta: Cl&aacute;sicos para ni&ntilde;os (Spanish Edition)","William Shakespeare",William,Shakespeare,9786074531565,6074531560,"ROMEO Y JULIETA obra c&eacute;lebre de William Shakespeare, narra la historia de dos j&oacute;venes enamorados que, a pesar de la oposici&oacute;n de sus familias, rivales entre s&iacute;, deciden casarse clandestinamente; sin embargo, esa rivalidad entre los Montesco y los Capuleto, as&iacute; como una serie de fatalidades provocan una tragedia inesperada para todos.  Este libro nos traslada a Verona, Italia, a finales del siglo XVI, y nos hace sentir esa pasi&oacute;n que se profesan los protagonistas, o el deseo de participar con el Pr&iacute;ncipe Escalus y fray Lorenzo en desterrar el odio ancestral que han arrastrado ambas familias y que ha permeado a todo el pueblo.","Selector, S.A. de C.V.",2013-10-28,,"clásicos para niños",,,80,,,,,,,,,,,,,,,,,,,2019-06-11,1
book,"La iliada",Homero,Homero,Homero,9789706434807,9706434801,"Nuestra editorial se especializa en publicar libros español. Para encontrar otros títulos busque “Editorial Medí”. Contamos con mas volúmenes en español que cualquier otra editorial para el kindle y continuamos creciendo.Compuesta en el siglo VIII a.C. narra una leyenda micénica situada en el siglo XII antes de Cristo, una edad heroíca dominada por los aspectos militares,el individualismo desenfrenado y la persecución de la riqueza y la gloria.Homero (Siglo IX a.C. - Sigl)Poeta griego. Homero es el literato más famoso de la época arcaica, considerado el autor de dos de las obras más importantes de la Literatura Universal: la Iliada y la Odisea. Alrededor de su vida existe un halo legendario, especulándose incluso que no existió. La Iliada tiene 24 cantos y unos 15.000 versos mientras que la Odisea se queda en unos 10.000. Sobre Homero se han vertido ríos de tinta, siendo considerado como mero recopilador de los versos que componen sus obras o el autor de los poemas. Es difícil tomar partido por alguna de las dos opciones aunque parece que la segunda va tomando más consistencia entre los estudiosos. Incluso ahora se empieza a adjudicar a Homero la autoría de algunas obras arcaicas como La Tebaida o los Epígonos.",Selector,2010-01-01,,"clásicos para niños, libros ilustrados",,,80,,,883.01,PA4030.S8,10000298,51798764,,,,,,,,,,,,,2019-06-11,1
book,"El Conde de Montecristo","Alejandro Dumas",Alejandro,Dumas,9789706438799,9706438793,"Es una historia de aventuras, intrigas, traiciones y venganzas. El joven Edmundo Dantes, recién elegido capitán del buque Faraón, es injustamente encarcelado en el tétrico castillo de If. Allí permanece durante catorce años y conoce al abate Faria, quienn le revela el lugar en el que está escondido un fabuloso tesoro.",Selector,2010-01-01,"Clásicos para niños","clásicos para niños",,,79,,,028.5,PZ73,,148748871,,,,,,,,,,,,,2019-06-11,1
book,"Robin Hood para niños (Spanish Edition)","Anónimo, Eduardo Chávez",Anónimo,Anónimo,9789706434449,9706434445,,Selector,2002-03-15,,"clásicos para niños",,,77,,,398.20942,PZ74.1.B37,,51799646,,,,,,,,,,,,,2019-06-11,1
book,"La Cuchara Sabrosa Del Profesor Ziper","Juan Villoro, Rafael Barajas Duran",Juan,Villoro,9786071632012,6071632013,,"Fondo de Cultura Economica USA",2015-09-29,,"grandes lectores",,,,,,808.068,PZ73.V555,,933520785,,,,,,,,,,,,,2019-06-11,1
book,Narval,"Ben Clanton",Ben,Clanton,9781338320916,1338320912,"A happy-go-lucky, waffle-loving narwhal and a cynical, no-nonsense jellyfish forge an unlikely friendship and share adventures while exploring the ocean together.",,2019-01-01,,,"Narval es un narval despreocupado. Medu es una medusa sensata. Puede que no tengan mucho en común, pero a los dos les encantan los gofres, las fiestas y las aventuras. Únete a Narval y Medu, y descubre el gran océano con ellos y su pandilla.",,64,,,813.6,PZ7.7.C56,,1091194079,,,,,,,,,,,,,2019-06-11,1
book,"¡El increíble mundo de la tecnología!","Melvin Berger, Gilda Berger",Melvin,Berger,9781338231687,1338231685,"Provides unusual facts and information about technology, revealing that penicillin was invented by accident, Google answers over three billion questions per day, and the world's highest bridge is in China.",,2018-01-01,,"ciencia, informativos",,,96,,,609,,,1080280995,,,,,,,,,,,,,2019-06-11,1
book,"Veo espectacular",Varios,Varios,Varios,9780545457040,0545457041,,"Scholastic México",2012-01-01,,"juegos y adivinanzas",,,,,,394.8,GV1507.P47,,820484705,,,,,,,,,,,,,2019-06-11,2
book,"NINJAS SURICATAS EL CLAN DEL ESCORPION","JONES GARETH",JONES,GARETH,9788415532330,8415532334,"All our books are brand new. We ship worldwide",MAEVA,2012-01-07,,"grandes lectores","Cuando el tigre más raro del mundo desaparece del zoo de Hong Kong, los Ninja-Suricatas se ponen en marcha. Su investigación los lleva hasta China, donde un circo ha anunciado la actuación de un animal que aparentemente tiene poderes especiales. ¿Será otro complot del pérfido Maestro del Anillo?¡Ha llegado el momento de que entren en acción los Ninja-Suricatas!",,,,,823.92,PZ7.J712,,828115995,,,,,,,,,,,,,2019-06-11,1
book,"Charlie Small. En el pais de los Remotosauros (Spanish Edition) (Increibles Aventuras de Charlie Small)","Charlie Small",Charlie,Small,9788415235576,8415235577,"Algo le sucedio a Charlie cuando solo tenia ocho anos. Un dia se fue de viaje y lleva intentando volver a casa durante los ultimos 400 anos! Caspita! Charlie esta a punto de ser devorado por dinosaurios mortales. Conseguiran el y sus colegas sobrevivir a este juego a vida o muerte? Y conseguira Charlie volver a casa ALGuN DiA? Genios malignos, monstruos mecanicos, espiritus forestales No hay aventura lo suficientemente grande para Charlie Small! / Something happened to Charlie when he was just eight years old. He went on a journey - and he's been trying to get back for over four hundred years! Crumbs! Charlie is about to be devoured by deadly dinosaurs. Will he and his piggy pals survive this deadly game of life and death? And will Charlie EVER get safely back home? EVIL GENIUSES, MECHANICAL MONSTERS, FOREST SPRITES ...No adventure is too BIG for Charlie Small!",Roca,2013-12-30,,"grandes lectores",,,192,,,,PZ73.S628,,854613184,,,,,,,,,,,,,2019-06-11,1
book,"Los Tipos Malos en Misión Improbable","Aaron Blabey",Aaron,Blabey,9781338155501,1338155504,"¿La próxima misión de los chicos malos? Rescatar a 10.000 pollos de una granja con un complicadísimo sistema de seguridad. Pero no hay que temer, se enfrentarán a los láseres con la ayuda de una tarántula. ¿Qué podría salir mal?","Scholastic, Incorporated",2018-08-28,"Los tipos malos","los tipos malos, novela gráfica",,,144,,,,PZ73,,1015341022,,,,,,,,,,,,,2019-06-11,3
book,"La Risa de los Cocodrilos","Maria Baranda, Julian Cicero (Illustrator)",Maria,Baranda,9789685389679,9685389675,"Jonas tiene una pregunta importante y sabe que Ombi, la famosa contesta-cartas, le puede ayudar a responderla. Ella buscará por todas partes la respuesta que cambiará las vidas de ambos para siempre. En esta historia, cada uno de los personajes mostrará sus dudas y anhelos, sus razones para vivir y encontrará su lugar especial en el mundo, más allá de lo que mira un pájaro o de la simple risas de los cocodrilos.","El Naranjo, Ediciones",2009-01-01,,"grandes lectores, libros ilustrados",,,70,,,028.5,PZ76.3,,244414828,,,,,,,,,,,,,2019-06-11,1
book,"La historia de Sputnik y David (A la Orilla del Viento) (Spanish Edition)","Carballido Emilio",Carballido,Emilio,9789681647964,9681647963,"¿Sputnik? Fue entonces cuando el maestro lo vio, avanzando aprisa hacia  él, dando colazos coléricos. ""Vamos a ver quién diseca a quién"" murmuraba  entre sus muchísimos dientes. El maestro se subió al escritorio. ""Si te  lo llevas, te pongo diez en el examen final"" propuso. Sputnik daba colazos  que hacían cimbrar la tarima y el escritorio.","Fondo de Cultura Económica",1991-01-01,,"lectores medianos, libros ilustrados",,,48,,,808.83,PQ7297.C2482,98101035,37689731,,,,,,,,,,,,,2019-06-11,2
book,Fantasmas,"Raina Telgemeier",Raina,Telgemeier,9781338133684,1338133683,"Catrina y su familia se mudan a la costa norte de California porque la hermana de Catrina está enferma. Una vez en su nuevo hogar, un vecino les cuenta a las chicas un secreto: Hay fantasmas en Bahía de la Luna!","Scholastic, Incorporated",2017-01-31,"Raina Telgemeier","novela gráfica, raina",,,256,,,741.5973,PZ73,,971970175,,,,,,,,,,,,,2019-06-11,10
